RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PRINCIPAL_BALANCE_OPEN_ACCOUNTS,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT,ACTUAL_PBAD_PER_OPEN,ACTUAL_SEVERITY,ACTUAL_UTIL,ACTUAL_DQ30,ACTUAL_CREDIT_LINE,ACTUAL_CASH_ADVANCE,ACTUAL_PENALTY,ACTUAL_PVOL,ACTUAL_ATTRITION,ACTUAL_OUTSTANDING
F,26,Y3,2025 Q2,1.0,3.0,False,False,False,OTHER,3,0,Y3+,Eligible,Rewards,Low,39,4,,,,,,,,,0,,,,,,,,6,15350.0,4,4391.68770968,0.0,0.0,0.0,0.0,,,,0,,0.0,0.00335843236,0.323494,0.028509992358039218,0.323494,0.7409,0.0015400000000000001,2550,0.004200000000000001,0.009600000000000001,716.1232160111989,0.87565314,,,,,,,,,,
F,11,Y1-S11,2021 H2,5.0,1.0,False,False,False,APPROVED,2,1000,Y1,Eligible,Rewards,Low,88,2,,,,,,,,,0,,,,,,,,16,70650.0,2,15136.3662043,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2021 H2,9.0,4.0,False,False,False,APPROVED,2,500,Y2,Not Eligible,Non-Rewards,High,10,1,1.0,0.0,0.0,778.81,7.27,799.77,3250.0,0.0,0,0.0,0.0,0.0,0.0,0.0,800.51133333,792.24,1,3250.0,1,800.51133333,0.0,0.0,0.24608308,3250.0,0.0,0.0,7.27,0,800.51133333,0.0090817,0.004917134509,0.4117852,0.09186562281977344,0.41178519999999996,0.8708,0.00197,1942,0.0073,0.059300000000000005,773.9223710757319,0.89211792,0.0,,0.23963384615384614,0.0,3250.0,0.0,0.0,0.009090113407604686,0.0,800.51133333
F,7,Y1-S7,2022 Q1,9.0,3.0,False,False,False,APPROVED,1,100,Y1,Eligible,Rewards,Low,36,8,,,,,,,,,0,,,,,,,,314,436200.0,8,252864.92460829,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01485860029,0.56160799,0.03891935462812089,0.5616079900000001,0.8852122574193391,0.001019999999999,761,0.00588291,0.056600000000000004,259.8810921858916,0.9240317199769471,,,,,,,,,,
F,11,Y1-S11,2024 Q4,8.0,9.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,36,1,,,,,,,,,0,,,,,,,,1,1250.0,1,1287.995,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0141814706,0.81196686,0.025024194771117166,0.8119668600000001,0.8782466275751251,0.001019999999999,1468,0.0057658300000000004,0.0516,767.4527550209187,0.9472573796835111,,,,,,,,,,
F,11,Y1-S11,2024 Q1,12.0,9.0,False,False,False,OTHER,4,0,Y1,Eligible,Non-Rewards,Low,82,35,,,,,,,,,0,,,,,,,,3,9300.0,35,8696.91766666,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2024 Q2,5.0,8.0,False,False,False,APPROVED,2,1000,Y2,Eligible,Non-Rewards,Low,83,6,,,,,,,,,0,,,,,,,,6,17300.0,6,9229.57321506,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2023 Q4,3.0,1.0,False,False,False,APPROVED,1,500,Y1,Eligible,Rewards,Low,24,25,,,,,,,,,0,,,,,,,,1,1350.0,25,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.008651378627,0.24769562,0.07772527780190931,0.24769562,0.8261960151724731,0.0011400000000000002,1257,0.00507363,0.0287,279.20183657355614,0.8755834523867071,,,,,,,,,,
F,11,Y1-S11,2024 Q1,5.0,3.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,Low,44,44,,,,,,,,,0,,,,,,,,40,112900.0,44,45332.95925808,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01089896886,0.47499787,0.040730957013269,0.47499787,0.849585222682923,0.0011759999999990001,2487,0.0053725,0.031400000000000004,783.6293210813685,0.9240317199769471,,,,,,,,,,
F,26,Y3,2024 Q2,2.0,5.0,True,False,True,APPROVED,6,2000,Y3+,Eligible,Rewards,Low,64,6,,,,,,,,,0,,,,,,,,10,79250.0,6,32843.83166666,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2025 Q2,5.0,7.0,False,False,False,APPROVED,1,2000,Y1,Eligible,Non-Rewards,Low,31,71,,,,,,,,,0,,,,,,,,1,2750.0,71,806.35033333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01229142108,0.74620048,0.06953944683510443,0.74620048,0.849585222682923,0.001019999999999,2729,0.0053725,0.034300000000000004,1553.4888757615859,0.9441795241852121,,,,,,,,,,
F,11,Y1-S11,2024 Q1,3.0,7.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Rewards,Low,22,1,,,,,,,,,0,,,,,,,,1,1850.0,1,1743.831,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007980852328,0.76517545,0.08861698292487193,0.76517545,0.824883740834067,0.0011400000000000002,1757,0.00507363,0.0291,1226.9094705189818,0.9429053010684071,,,,,,,,,,
F,26,Y3,2024 Q4,2.0,6.0,True,False,True,APPROVED,5,3000,Y3+,Eligible,Rewards,Low,42,6,,,,,,,,,0,,,,,,,,7,53100.0,6,16846.23925806,0.0,0.0,0.0,0.0,,,,0,,0.0,0.00560625,0.4569023797,0.05015072045561498,0.5100939999999999,0.7945,0.0015400000000000001,7480,0.0047,0.0181,2710.538127932781,0.9445072999999999,,,,,,,,,,
F,7,Y1-S7,2022 Q4,2.0,2.0,True,False,False,APPROVED,1,1500,Y1,Not Eligible,Rewards,High,26,1,1.0,0.0,0.0,941.62,204.84,965.24,6500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,873.55709677,878.94,1,6500.0,1,873.55709677,0.0,0.0,0.14849846,6500.0,0.0,0.0,204.84,0,873.55709677,0.23448954,0.00631189058,0.39970905,0.08989825142609449,0.39970905,0.8075562767543971,0.0011400000000000002,2307,0.00490132,0.020800000000000003,833.9721725514465,0.9102563418171141,0.0,,0.1448646153846154,0.0,6500.0,0.0,0.0,0.21221665078115287,0.0,873.55709677
F,18,Y2,2020 H2,12.0,10.0,False,False,False,APPROVED,2,1000,Y2,Eligible,Non-Rewards,High,15,2,2.0,0.0,0.0,4382.62,42.88,4477.68,4600.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4538.4117619,4404.34,2,4600.0,2,4538.4117619,0.0,0.0,0.9734087,2300.0,0.0,0.0,42.88,0,4538.4117619,0.00944824,0.01743702785,0.8792167,0.03641580259991793,0.8792167,0.9099,0.00197,2437,0.0064,0.0714,1865.557366427402,0.95675655,0.0,,0.9527434782608696,0.0,2300.0,0.0,0.0,0.009576387772239195,0.0,4538.4117619
F,7,Y1-S7,2019 H2,4.0,6.0,True,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,Low,14,4,,,,,,,,,0,,,,,,,,1,1500.0,4,1451.4,0.0,0.0,0.0,0.0,,,,0,,0.0,0.004727115727,0.77437665,0.0868389747016,0.77437665,0.8025656300019921,0.0009600000000000001,1250,0.00470975,0.0253,931.9971980810013,0.937745219403292,,,,,,,,,,
F,7,Y1-S7,2019 H2,2.0,,False,False,False,APPROVED,1,500,Y1,Not Eligible,Non-Rewards,High,6,1,1.0,0.0,0.0,0.0,0.0,59.0,1500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1,1500.0,1,2.4,0.0,0.0,0.03933333,1500.0,0.0,0.0,0.0,0,2.4,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,2.4
F,7,Y1-S7,2024 Q2,8.0,2.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,52,152,,,,,,,,,0,,,,,,,,139,86750.0,152,28949.32092471,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01400317476,0.4558048,0.03783917971364985,0.45580479999999995,0.8782466275751251,0.0008399999999990001,674,0.0057658300000000004,0.0512,154.9259059497036,0.9102563418171141,,,,,,,,,,
F,7,Y1-S7,2023 Q2,8.0,4.0,False,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,Low,17,1,,,,,,,,,0,,,,,,,,1,2500.0,1,2381.92733333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01419411204,0.59900591,0.06058276306554878,0.59900591,0.9238285971037181,0.0009600000000000001,1968,0.00571613,0.0523,1043.968810940263,0.928613311529179,,,,,,,,,,
F,11,Y1-S11,2022 Q2,12.0,3.0,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,Low,36,1,,,,,,,,,0,,,,,,,,0,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02135145049,0.59246453,0.017652715273972604,0.59246453,0.9015109165729641,0.001019999999999,730,0.0061873,0.062,218.77689324077465,0.9240317199769471,,,,,,,,,,
F,7,Y1-S7,2021 H1,5.0,10.0,True,False,False,APPROVED,2,300,Y1,Eligible,Non-Rewards,Low,81,1,,,,,,,,,0,,,,,,,,0,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2022 Q4,7.0,4.0,False,False,False,OTHER,3,0,Y2,Eligible,Rewards,Low,8,2,,,,,,,,,0,,,,,,,,9,27700.0,2,8833.2517849,0.0,0.0,0.0,0.0,,,,0,,0.0,0.002431009675,0.4066878,0.09458879748498376,0.4066878,0.8339000000000001,0.003920000000000001,2464,0.007500000000000001,0.0477,980.2972017693027,0.8781549999999999,,,,,,,,,,
F,26,Y3,2023 Q1,5.0,7.0,False,False,False,APPROVED,1,100,Y3+,Eligible,Non-Rewards,High,16,1,1.0,0.0,0.0,540.35,0.0,556.74,500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,560.063,555.29,1,500.0,1,560.063,0.0,0.0,1.11348,500.0,0.0,0.0,0.0,0,560.063,0.0,0.006433333333,0.6570529,0.03213242853394256,0.6570528999999999,0.8277,0.0019100000000000002,766,0.006,0.038400000000000004,467.8202514064216,0.94574989,0.0,,1.0807,0.0,500.0,0.0,0.0,0.0,0.0,560.063
F,26,Y3,2025 Q2,6.0,4.0,False,False,False,OTHER,4,0,Y3+,Eligible,Non-Rewards,Low,17,30,,,,,,,,,0,,,,,,,,20,73850.0,30,29153.34723655,0.0,0.0,0.0,0.0,,,,0,,0.0,0.009716666667,0.4458172,0.03514904408986506,0.44581719999999997,0.8517,0.0019100000000000002,3483,0.0063,0.046700000000000005,1411.6988014883068,0.90547427,,,,,,,,,,
F,7,Y1-S7,2024 Q1,6.0,10.0,True,False,False,APPROVED,1,1500,Y1,Eligible,Rewards,Low,50,2,,,,,,,,,0,,,,,,,,2,5250.0,2,5039.82141935,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01229353496,0.80439162,0.04826151014855073,0.80439162,0.860157204537462,0.0008399999999990001,2208,0.00551021,0.0438,1031.2590834863704,0.948684656166747,,,,,,,,,,
F,7,Y1-S7,2022 Q4,4.0,5.0,True,False,False,APPROVED,2,1500,Y1,Eligible,Rewards,Low,83,31,,,,,,,,,0,,,,,,,,27,143900.0,31,106671.42577418,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2022 Q3,9.0,4.0,False,False,False,APPROVED,1,500,Y1,Not Eligible,Non-Rewards,Low,65,10,,,,,,,,,0,,,,,,,,53,125500.0,10,74580.39782794,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2021 H2,1.0,5.0,False,False,False,OTHER,1,0,Y1,Eligible,Rewards,Low,89,1,,,,,,,,,0,,,,,,,,1,4250.0,1,1313.90483871,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2022 Q4,6.0,1.0,False,False,False,APPROVED,2,1000,Y1,Eligible,Non-Rewards,Low,77,3,,,,,,,,,0,,,,,,,,3,12000.0,3,2028.46133334,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2023 Q4,2.0,1.0,False,False,False,OTHER,4,0,Y1,Eligible,Non-Rewards,High,17,141,140.0,1.0,12.0,82794.28,22450.6,85504.51,494500.0,1.0,0,3452.09,3500.0,1.0,508.25,5.0,84078.20816898,67419.18,140,494500.0,141,84078.20816898,0.085714,3452.09,0.17291104,3532.14285714,508.25,5.0,22450.6,0,84078.20816898,0.26702044,0.003322328964,0.2059816,0.08048691101199999,0.2059816,0.7807968602478621,0.0009600000000000001,3500,0.0045284,0.0187,694.0337141085942,0.83635874187489,0.007142857142857143,0.9863114285714286,0.16743029322548028,0.007142857142857143,3532.1428571428573,0.007142857142857143,0.03571428571428571,0.26256626697235036,0.0,84078.20816898
F,18,Y2,2023 Q1,6.0,9.0,False,False,False,OTHER,2,0,Y2,Eligible,Rewards,Low,15,1,,,,,,,,,0,,,,,,,,15,50650.0,1,36679.60745126,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0098946623,0.773038,0.055020581963723475,0.773038,0.8417,0.00197,1461,0.0064,0.0448,1035.1853135261997,0.95575655,,,,,,,,,,
F,18,Y2,2025 Q2,7.0,6.0,False,False,False,OTHER,4,0,Y2,Eligible,Rewards,Low,18,15,,,,,,,,,0,,,,,,,,35,129800.0,15,76843.52044085,0.0,0.0,0.0,0.0,,,,0,,0.0,0.011675,0.5769802,0.047366796065447275,0.5769801999999999,0.8675,0.00197,3499,0.006500000000000001,0.0543,1782.8452857044354,0.94599478,,,,,,,,,,
F,7,Y1-S7,2023 Q2,9.0,6.0,False,False,False,APPROVED,1,750,Y1,Eligible,Rewards,Low,70,1,,,,,,,,,0,,,,,,,,2,3250.0,1,3325.72583871,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2023 Q4,2.0,2.0,False,False,True,APPROVED,2,3000,Y3+,Eligible,Non-Rewards,High,19,1,1.0,0.0,0.0,340.45,24.98,351.38,4600.0,0.0,0,0.0,0.0,0.0,0.0,0.0,382.48233333,381.58,1,4600.0,1,382.48233333,0.0,0.0,0.07638696,4600.0,0.0,0.0,24.98,0,382.48233333,0.06531021,0.003739870264,0.2534970613,0.038279177690885076,0.2657857,0.7646000000000001,0.0019100000000000002,4542,0.0047,0.017400000000000002,1075.9785671608827,0.83955077,0.0,,0.0740108695652174,0.0,4600.0,0.0,0.0,0.0710911264158461,0.0,382.48233333
F,7,Y1-S7,2018 H1,4.0,1.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,17,16,16.0,0.0,0.0,1720.56,682.99,2025.09,10250.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1552.0,1381.22,16,10250.0,16,1552.0,0.0,0.0,0.19756976,640.625,0.0,0.0,682.99,0,1552.0,0.44007088,0.005903058169,0.22235094,0.07475291357466667,0.22235094,0.85266596795198,0.0009600000000000001,750,0.0049686,0.029400000000000003,157.4686315498498,0.83635874187489,0.0,,0.16785951219512193,0.0,640.625,0.0,0.0,0.3372640228335531,0.0,1552.0
F,11,Y1-S11,2022 Q1,12.0,7.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,High,10,10,10.0,0.0,0.0,21798.28,1687.27,22885.41,25550.0,0.0,0,0.0,0.0,0.0,0.0,1.0,22470.08730103,21096.18,10,25550.0,10,22470.08730103,0.0,0.0,0.89571076,2555.0,0.0,1.0,1687.27,0,22470.08730103,0.07508961,0.01619012911,0.87086538,0.057866725893251536,0.87086538,0.922008264851588,0.0009600000000000001,1630,0.00719514,0.0606,1329.2898463345146,0.9389030136107511,0.0,,0.8531616438356164,0.0,2555.0,0.0,0.1,0.0737268853824336,0.0,22470.08730103
F,7,Y1-S7,2019 H2,,,False,False,False,APPROVED,1,100,Y1,Not Eligible,Non-Rewards,High,58,12,12.0,0.0,0.0,1383.38,38.55,1423.96,10150.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1434.07741935,1415.08,12,10150.0,12,1434.07741935,0.0,0.0,0.14029163,845.83333333,0.0,0.0,38.55,0,1434.07741935,0.02688139,,,,,,,,,,,,0.0,,0.13629359605911331,0.0,845.8333333333334,0.0,0.0,0.027072389673867242,0.0,1434.07741935
F,7,Y1-S7,2019 H1,15.0,6.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,15,15,,,,,,,,,0,,,,,,,,32,64000.0,15,47242.22,0.0,0.0,0.0,0.0,,,,0,,0.0,0.04164325546,0.79779891,0.037636783272388064,0.79779891,0.9955874043954521,0.0009600000000000001,1608,0.00689455,0.0849,869.3374555884998,0.9381170871040551,,,,,,,,,,
F,11,Y1-S11,2023 Q4,13.0,3.0,False,False,False,OTHER,1,0,Y1,Eligible,Rewards,Low,75,19,,,,,,,,,0,,,,,,,,16,11250.0,19,4652.55421506,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2023 Q1,9.0,7.0,False,False,True,APPROVED,4,2000,Y2,Eligible,Non-Rewards,Low,69,4,,,,,,,,,0,,,,,,,,4,22350.0,4,15017.39715054,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2021 H1,4.0,6.0,True,False,False,APPROVED,1,500,Y1,Not Eligible,Non-Rewards,Low,79,1,,,,,,,,,0,,,,,,,,58,215000.0,1,132280.20271733,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2024 Q4,10.0,8.0,False,False,True,OTHER,5,0,Y3+,Eligible,Non-Rewards,Low,23,37,,,,,,,,,0,,,,,,,,35,163400.0,37,125933.27141935,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01640833333,0.7158024,0.026839337146499664,0.7158024,0.888,0.0019100000000000002,4471,0.0063,0.0646,2457.393591133414,0.9465072999999999,,,,,,,,,,
F,18,Y2,2023 Q4,4.0,8.0,True,False,False,APPROVED,1,3000,Y2,Eligible,Non-Rewards,High,16,26,26.0,0.0,0.0,65275.09,6652.84,67786.16,105250.0,0.0,0,0.0,0.0,0.0,0.0,2.0,69626.43116357,65521.79,26,105250.0,26,69626.43116357,0.0,0.0,0.64404903,4048.07692308,0.0,2.0,6652.84,0,69626.43116357,0.0955505,0.007904003837,0.7089944245,0.05098417682938775,0.7391643999999999,0.8066,0.00197,3675,0.0056,0.031,2411.2338184879895,0.9505501,0.0,,0.6201908788598575,0.0,4048.076923076923,0.0,0.07692307692307693,0.0981445179960039,0.0,69626.43116357
F,7,Y1-S7,2018 H2,7.0,6.0,False,False,False,APPROVED,1,1000,Y1,Not Eligible,Non-Rewards,Low,65,2,,,,,,,,,0,,,,,,,,88,286500.0,2,123252.06087422,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2021 H2,2.0,,False,False,False,APPROVED,1,100,Y1,Not Eligible,Non-Rewards,High,4,14,14.0,0.0,0.0,1071.58,455.28,1148.52,8600.0,0.0,0,0.0,0.0,0.0,0.0,0.0,994.16137249,694.49,14,8600.0,14,994.16137249,0.0,0.0,0.13354884,614.28571429,0.0,0.0,455.28,0,994.16137249,0.45795382,,,,,,,,,,,,0.0,,0.12460232558139533,0.0,614.2857142857143,0.0,0.0,0.39640580921533797,0.0,994.16137249
F,18,Y2,2023 Q4,10.0,10.0,False,False,False,APPROVED,1,2000,Y2,Eligible,Rewards,Low,68,3,,,,,,,,,0,,,,,,,,3,8350.0,3,7149.86993548,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2022 Q2,9.0,2.0,False,False,False,APPROVED,1,1000,Y1,Not Eligible,Non-Rewards,Low,55,1,,,,,,,,,0,,,,,,,,1,4750.0,1,642.61466667,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0152300653,0.48476627,0.04259067364238411,0.48476627,0.8852122574193391,0.0008399999999990001,1661,0.00588291,0.056100000000000004,355.2342830053403,0.9102563418171141,,,,,,,,,,
F,7,Y1-S7,2024 Q1,4.0,3.0,True,False,False,APPROVED,1,2000,Y1,Eligible,Rewards,Low,85,5,,,,,,,,,0,,,,,,,,3,10250.0,5,4161.87533334,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2021 H2,8.0,8.0,False,False,False,APPROVED,2,500,Y2,Eligible,Non-Rewards,Low,48,52,,,,,,,,,0,,,,,,,,28,112650.0,52,80083.75159985,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01454628185,0.6774079,0.018790022048793015,0.6774079,0.8656,0.0014600000000000001,1947,0.0064,0.0367,688.0806152491313,0.9456624100000001,,,,,,,,,,
F,7,Y1-S7,2024 Q4,2.0,3.0,True,False,False,APPROVED,1,1500,Y1,Eligible,Rewards,Low,67,11,,,,,,,,,0,,,,,,,,11,31000.0,11,13985.37555916,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2022 Q2,5.0,8.0,False,False,True,OTHER,5,0,Y3+,Eligible,Non-Rewards,High,34,3,3.0,0.0,0.0,17643.34,206.52,18123.86,21650.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18185.37161291,17578.49,3,21650.0,3,18185.37161291,0.0,0.0,0.83712979,7216.66666667,0.0,0.0,206.52,0,18185.37161291,0.01135638,0.01,0.646245,0.025229806600044865,0.646245,0.8342,0.0015400000000000001,4458,0.0059,0.0396,2191.7156251234205,0.9465072999999999,0.0,,0.8149348729792147,0.0,7216.666666666667,0.0,0.0,0.011394923597953195,0.0,18185.37161291
F,18,Y2,2024 Q3,15.0,2.0,False,False,False,OTHER,1,0,Y2,Eligible,Rewards,Low,37,2,,,,,,,,,0,,,,,,,,11,5900.0,2,1340.84074194,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01628012883,0.6910798,0.004159919413080895,0.6910798,0.9255,0.0014600000000000001,581,0.0043,0.0741,203.94759806358604,0.87920042,,,,,,,,,,
F,7,Y1-S7,2022 Q2,9.0,10.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,59,1,,,,,,,,,0,,,,,,,,0,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01485860029,0.82539743,0.03680640633812458,0.82539743,0.8852122574193391,0.0008399999999990001,1461,0.00588291,0.056100000000000004,508.67843356012577,0.948684656166747,,,,,,,,,,
F,18,Y2,2025 Q1,13.0,5.0,False,False,False,OTHER,4,0,Y2,Eligible,Rewards,Low,82,1,,,,,,,,,0,,,,,,,,2,7000.0,1,2940.06658065,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2024 Q4,2.0,8.0,True,False,False,APPROVED,2,2000,Y2,Eligible,Non-Rewards,Low,61,1,,,,,,,,,0,,,,,,,,1,3500.0,1,2486.40233333,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2022 Q4,11.0,7.0,False,False,True,APPROVED,5,500,Y3+,Eligible,Non-Rewards,High,25,1,1.0,0.0,0.0,4084.91,408.91,4199.81,4750.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4197.51806452,4173.12,1,4750.0,1,4197.51806452,0.0,0.0,0.88417053,4750.0,0.0,0.0,408.91,0,4197.51806452,0.09741709,0.01606666667,0.6494434826,0.027617192997588424,0.6587099,0.8921,0.0015400000000000001,4976,0.0061,0.06760000000000001,2339.3448106898536,0.9455072999999999,0.0,,0.8599810526315789,0.0,4750.0,0.0,0.0,0.09736392836818808,0.0,4197.51806452
F,11,Y1-S11,2021 H2,8.0,6.0,False,False,False,APPROVED,2,2000,Y1,Eligible,Non-Rewards,High,1,5,5.0,0.0,0.0,8078.58,1755.76,8257.24,17450.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7534.14015052,7127.51,5,17450.0,5,7534.14015052,0.0,0.0,0.47319427,3490.0,0.0,0.0,1755.76,0,7534.14015052,0.23304053,0.0001064630552,0.5907559583,0.33240889802076123,0.59764926,0.696920266091356,0.0007800000000000001,3468,0.0092403,0.0103,2046.9255295901607,0.9250950129355671,0.0,,0.4629558739255014,0.0,3490.0,0.0,0.0,0.2126327925553817,0.0,7534.14015052
F,7,Y1-S7,2024 Q1,5.0,4.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,66,6,,,,,,,,,0,,,,,,,,40,90500.0,6,49697.4146129,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2025 Q2,15.0,9.0,False,False,False,OTHER,4,0,Y3+,Eligible,Non-Rewards,Low,15,238,,,,,,,,,0,,,,,,,,107,384800.0,238,363520.07914001,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02755,0.9247679,0.015914974594492756,0.9247679,0.978,0.0019100000000000002,3450,0.0048000000000000004,0.08420000000000001,2390.628726011791,0.94884974,,,,,,,,,,
