RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PRINCIPAL_BALANCE_OPEN_ACCOUNTS,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT,ACTUAL_PBAD_PER_OPEN,ACTUAL_SEVERITY,ACTUAL_UTIL,ACTUAL_DQ30,ACTUAL_CREDIT_LINE,ACTUAL_CASH_ADVANCE,ACTUAL_PENALTY,ACTUAL_PVOL,ACTUAL_ATTRITION,ACTUAL_OUTSTANDING
F,18,Y2,2023 Q1,3.0,9.0,False,True,False,OTHER,3,0,Y2,Eligible,Non-Rewards,Low,44,1,,,,,,,,,0,,,,,,,,1,2100.0,1,579.88933333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007375838895,0.6539463,0.04668299018354943,0.6539463,0.8140000000000001,0.003,2468,0.005200000000000001,0.0228,1159.3841532551912,0.9458438,,,,,,,,,,
F,18,Y2,2024 Q4,3.0,5.0,False,False,False,OTHER,1,0,Y2,Eligible,Rewards,Low,58,6,,,,,,,,,0,,,,,,,,6,6800.0,6,1468.56382796,0.0,0.0,0.0,0.0,,,,0,,0.0,0.006051031957,0.5104681,0.01584761619822485,0.5104681,0.8268000000000001,0.0014600000000000001,676,0.005200000000000001,0.020200000000000003,232.83648346339132,0.9265929900000001,,,,,,,,,,
F,7,Y1-S7,2018 H2,5.0,6.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,High,46,117,117.0,0.0,0.0,131719.79,14505.51,134835.3,303000.0,0.0,0,0.0,0.0,1.0,43.24,4.0,134279.48317172,125049.56,117,303000.0,117,134279.48317172,0.0,0.0,0.44500099,2589.74358974,43.24,4.0,14505.51,0,134279.48317172,0.10802477,0.009899327957,0.72403465,0.05152226890456911,0.72403465,0.849585222682923,0.0008399999999990001,1729,0.0053725,0.031400000000000004,845.7204076992361,0.941835764111678,0.0,,0.4347187788778878,0.0,2589.74358974359,0.008547008547008548,0.03418803418803419,0.10757946917461526,0.0,134279.48317172
F,7,Y1-S7,2023 Q1,9.0,4.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,High,7,4,4.0,0.0,0.0,5772.42,436.79,5928.87,11800.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5687.59451612,5066.33,4,11800.0,4,5687.59451612,0.0,0.0,0.50244661,2950.0,0.0,0.0,436.79,0,5687.59451612,0.07679697,0.002973419432,0.61148003,0.08134138941077171,0.6114800300000001,0.855199445553057,0.0009600000000000001,2488,0.00759574,0.0358,1502.4609839865618,0.913275874105935,0.0,,0.48918813559322033,0.0,2950.0,0.0,0.0,0.0736717114728439,0.0,5687.59451612
F,26,Y3,2023 Q1,4.0,10.0,False,False,True,OTHER,6,0,Y3+,Eligible,Non-Rewards,Low,89,1,,,,,,,,,0,,,,,,,,1,7250.0,1,6982.352,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2023 Q3,5.0,6.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,53,78,,,,,,,,,0,,,,,,,,17,19200.0,78,13011.98720431,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01089896886,0.68982901,0.04073095701371742,0.68982901,0.849585222682923,0.0008399999999990001,729,0.0053725,0.031400000000000004,299.95578976361463,0.941835764111678,,,,,,,,,,
F,11,Y1-S11,2022 Q4,14.0,8.0,False,False,False,APPROVED,2,300,Y1,Not Eligible,Non-Rewards,Low,33,1,,,,,,,,,0,,,,,,,,1,2300.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02151811716,0.8311741,0.015309348699425287,0.8311740999999999,0.91293645819231,0.001019999999999,1740,0.00633566,0.07150000000000001,691.570733910656,0.9461976067505481,,,,,,,,,,
F,11,Y1-S11,2023 Q2,6.0,10.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,21,1,,,,,,,,,0,,,,,,,,6,10950.0,1,8681.09685485,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01274002081,0.88823528,0.05172148956638418,0.8882352800000001,0.877369482890049,0.0011400000000000002,708,0.00551021,0.046700000000000005,545.5669483171258,0.947792675008831,,,,,,,,,,
F,18,Y2,2023 Q4,9.0,3.0,False,False,False,OTHER,4,0,Y2,Eligible,Rewards,Low,60,1,,,,,,,,,0,,,,,,,,2,6900.0,1,4234.226,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01108355269,0.4386425,0.018361442467447173,0.4386425,0.8688,0.0014600000000000001,3502,0.0064,0.035,764.6236227396116,0.89826268,,,,,,,,,,
F,7,Y1-S7,2023 Q2,2.0,3.0,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,Low,7,1,,,,,,,,,0,,,,,,,,41,40800.0,1,21778.55680628,0.0,0.0,0.0,0.0,,,,0,,0.0,0.000352380571,0.47612089,0.12542075897684674,0.47612089,0.5544200983413651,0.0009600000000000001,907,0.00416984,0.011,428.86223730274435,0.879558652600922,,,,,,,,,,
F,7,Y1-S7,2024 Q1,15.0,4.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,Low,38,41,,,,,,,,,0,,,,,,,,39,24000.0,41,14246.66063442,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02566729272,0.63631705,0.02784914626151316,0.63631705,0.9320234609670741,0.001019999999999,608,0.00638743,0.074,121.60034527824651,0.9329387415379221,,,,,,,,,,
F,18,Y2,2022 Q3,5.0,8.0,False,False,True,APPROVED,4,1000,Y2,Eligible,Rewards,Low,38,1,,,,,,,,,0,,,,,,,,1,8000.0,1,7801.43233333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01190061299,0.6329819492,0.025484999409492275,0.6443614,0.8361000000000001,0.0014600000000000001,4530,0.0059,0.0362,1933.3586449008399,0.9456624100000001,,,,,,,,,,
F,7,Y1-S7,2022 Q1,3.0,7.0,False,False,False,APPROVED,2,100,Y1,Eligible,Non-Rewards,High,28,6,6.0,0.0,0.0,16119.19,399.71,16567.05,18100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16465.74264516,16325.37,6,18100.0,6,16465.74264516,0.0,0.0,0.91530663,3016.66666667,0.0,0.0,399.71,0,16465.74264516,0.02427525,0.007236805596,0.71616406,0.05973188995238095,0.71616406,0.828820563849284,0.0011400000000000002,1596,0.00507363,0.0279,1000.5217275711504,0.9441795241852121,0.0,,0.8905629834254144,0.0,3016.6666666666665,0.0,0.0,0.02412680591897773,0.0,16465.74264516
F,26,Y3,2023 Q2,11.0,7.0,False,False,False,OTHER,4,0,Y3+,Eligible,Non-Rewards,Low,70,43,,,,,,,,,0,,,,,,,,11,44400.0,43,23283.38518279,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2022 Q1,13.0,6.0,False,False,False,APPROVED,1,100,Y1,Eligible,Rewards,High,14,16,16.0,0.0,0.0,11638.91,504.72,12444.33,20900.0,0.0,0,0.0,0.0,0.0,0.0,2.0,12313.00873573,11340.98,16,20900.0,16,12313.00873573,0.0,0.0,0.59542249,1306.25,0.0,2.0,504.72,0,12313.00873573,0.04099079,0.02383373484,0.81662645,0.050293326773167356,0.81662645,0.943945366968416,0.0009600000000000001,723,0.0066793600000000005,0.0722,503.54069514896366,0.937745219403292,0.0,,0.5568856459330144,0.0,1306.25,0.0,0.125,0.040558230133723554,0.0,12313.00873573
F,7,Y1-S7,2025 Q2,2.0,2.0,False,False,False,APPROVED,1,500,Y1,Eligible,Rewards,Low,59,315,,,,,,,,,0,,,,,,,,315,321050.0,315,52468.19351001,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005945489049,0.41657138,0.06088060017674063,0.41657138,0.8164760822565751,0.0008399999999990001,1307,0.00490132,0.0213,392.87816059463495,0.9102563418171141,,,,,,,,,,
F,7,Y1-S7,2022 Q4,6.0,7.0,True,False,False,APPROVED,2,1000,Y1,Eligible,Rewards,High,31,22,22.0,0.0,0.0,57586.65,3827.03,59931.31,96250.0,0.0,0,0.0,0.0,0.0,0.0,2.0,58061.17525805,56596.96,22,96250.0,22,58061.17525805,0.0,0.0,0.62266296,4375.0,0.0,2.0,3827.03,0,58061.17525805,0.06591375,0.0124913224,0.72854861,0.05212022856987076,0.72854861,0.860157204537462,0.001019999999999,2476,0.00551021,0.0449,1358.9081209695091,0.9441795241852121,0.0,,0.5983028571428571,0.0,4375.0,0.0,0.09090909090909091,0.06385693888553413,0.0,58061.17525805
F,18,Y2,2023 Q1,2.0,5.0,False,False,False,OTHER,2,0,Y2,Eligible,Rewards,High,15,2,2.0,0.0,0.0,4248.9,4013.62,4263.17,14500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2470.82898925,0.0,2,14500.0,2,2470.82898925,0.0,0.0,0.29401172,7250.0,0.0,0.0,4013.62,0,2470.82898925,1.62440218,0.002525580347,0.496236615,0.06763376077990746,0.49623661500000005,0.739,0.00197,1513,0.0046,0.0142,720.6284986226424,0.92558876,0.0,,0.2930275862068965,0.0,7250.0,0.0,0.0,0.9414637464609668,0.0,2470.82898925
F,11,Y1-S11,2023 Q1,13.0,5.0,False,False,False,APPROVED,1,500,Y1,Not Eligible,Non-Rewards,High,27,1,1.0,0.0,0.0,1325.38,0.0,1654.77,1350.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1610.40966667,1072.95,1,1350.0,1,1610.40966667,0.0,0.0,1.22575556,1350.0,0.0,0.0,0.0,0,1610.40966667,0.0,0.02475523344,0.74081704,0.028890488927871775,0.74081704,0.914914969004035,0.0011400000000000002,1123,0.00626828,0.0716,501.7628712852465,0.9377883106196371,0.0,,0.9817629629629631,0.0,1350.0,0.0,0.0,0.0,0.0,1610.40966667
F,11,Y1-S11,2023 Q1,6.0,10.0,True,False,False,APPROVED,1,500,Y1,Eligible,Rewards,High,11,2,2.0,0.0,0.0,3546.14,96.47,3653.91,3700.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3612.93717204,3586.53,2,3700.0,2,3612.93717204,0.0,0.0,0.98754324,1850.0,0.0,0.0,96.47,0,3612.93717204,0.02670127,0.006043741583,0.94963461,0.07345201828559603,0.94963461,0.8173649609882231,0.0009600000000000001,1208,0.00505054,0.031,1112.1782268928212,0.946096346882585,0.0,,0.9584162162162162,0.0,1850.0,0.0,0.0,0.02640185445180642,0.0,3612.93717204
F,18,Y2,2020 H1,3.0,9.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,Low,31,3,,,,,,,,,0,,,,,,,,33,59950.0,3,34223.50080634,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007676298843,0.7450247,0.03620394284763314,0.7450247,0.8023,0.0018100000000000002,676,0.005200000000000001,0.0275,407.535765695128,0.9458438,,,,,,,,,,
F,7,Y1-S7,2023 Q2,3.0,5.0,True,False,False,APPROVED,3,1000,Y1,Eligible,Non-Rewards,Low,55,77,,,,,,,,,0,,,,,,,,18,89500.0,77,57713.44983869,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007412939911,0.6485460858,0.05144678933708514,0.65231123,0.829476701018487,0.0008399999999990001,3465,0.00507363,0.0261,1563.04467075084,0.9377883106196371,,,,,,,,,,
F,18,Y2,2025 Q2,14.0,2.0,False,False,False,OTHER,1,0,Y2,Eligible,Non-Rewards,Low,68,1,,,,,,,,,0,,,,,,,,1,1000.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2024 Q2,12.0,4.0,False,False,False,APPROVED,3,500,Y1,Eligible,Non-Rewards,Low,49,1,,,,,,,,,0,,,,,,,,1,3500.0,1,3802.28866667,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01905275305,0.5774653335,0.03364387394857143,0.57941294,0.9015109165729641,0.0008399999999990001,2975,0.0061873,0.0613,688.7834078654139,0.9329387415379221,,,,,,,,,,
F,18,Y2,2024 Q3,4.0,4.0,False,False,False,OTHER,3,0,Y2,Eligible,Non-Rewards,Low,70,50,,,,,,,,,0,,,,,,,,49,152600.0,50,67757.49966667,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2023 Q2,7.0,10.0,True,False,False,APPROVED,3,750,Y1,Eligible,Rewards,Low,71,1,,,,,,,,,0,,,,,,,,1,7250.0,1,5992.85709677,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2024 Q1,10.0,3.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,High,11,3,3.0,0.0,0.0,773.26,0.0,796.2,4500.0,0.0,0,0.0,0.0,1.0,203.75,0.0,865.60645162,805.52,3,4500.0,3,865.60645162,0.0,0.0,0.17693333,1500.0,203.75,0.0,0.0,0,865.60645162,0.0,0.01245565719,0.50015512,0.06167876522252747,0.5001551200000001,0.913569808996713,0.0009600000000000001,1456,0.00615097,0.052000000000000005,687.8489939215704,0.8984192188052781,0.0,,0.17183555555555555,0.0,1500.0,0.3333333333333333,0.0,0.0,0.0,865.60645162
F,7,Y1-S7,2022 Q3,3.0,2.0,True,False,False,APPROVED,2,1500,Y1,Eligible,Rewards,Low,40,2,,,,,,,,,0,,,,,,,,2,8000.0,2,409.83566667,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007593743323,0.42526364,0.055873179108811746,0.42526364,0.829476701018487,0.001019999999999,2996,0.00507363,0.0261,999.3735182526007,0.9102563418171141,,,,,,,,,,
F,18,Y2,2024 Q2,10.0,2.0,False,False,False,OTHER,3,0,Y2,Eligible,Non-Rewards,Low,27,1,,,,,,,,,0,,,,,,,,2,4700.0,1,1912.245,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01189577925,0.4012547,0.041597829717470614,0.40125469999999996,0.883,0.0018100000000000002,2467,0.0063,0.0646,766.7064842048097,0.87920042,,,,,,,,,,
F,26,Y3,2022 Q4,13.0,6.0,False,False,False,OTHER,2,0,Y3+,Eligible,Non-Rewards,Low,86,41,,,,,,,,,0,,,,,,,,24,50050.0,41,24934.84596057,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2023 Q2,8.0,4.0,False,False,False,APPROVED,2,1000,Y1,Eligible,Non-Rewards,Low,48,5,,,,,,,,,0,,,,,,,,11,47500.0,5,25915.64978495,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01435325413,0.58584299,0.04156242698662885,0.5858429900000001,0.8782466275751251,0.0008399999999990001,2468,0.0057658300000000004,0.0512,762.9389155323742,0.9329387415379221,,,,,,,,,,
F,7,Y1-S7,2025 Q1,2.0,2.0,False,False,True,APPROVED,4,500,Y1,Eligible,Rewards,Low,41,44,,,,,,,,,0,,,,,,,,1,4500.0,44,463.59580645,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005945489049,0.45457967,0.05226552190325,0.45686399,0.8164760822565751,0.001019999999999,4000,0.00490132,0.0213,1484.4325441438577,0.9102563418171141,,,,,,,,,,
F,11,Y1-S11,2024 Q3,8.0,1.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,90,2,,,,,,,,,0,,,,,,,,3,4800.0,2,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2022 Q2,12.0,9.0,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,49,208,,,,,,,,,0,,,,,,,,128,239200.0,208,187095.59653764,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0149,0.8009396,0.018261602036050158,0.8009396,0.8824000000000001,0.0015400000000000001,638,0.0058000000000000005,0.0451,235.53375027951344,0.9475072999999999,,,,,,,,,,
F,18,Y2,2023 Q4,6.0,9.0,False,False,False,OTHER,4,0,Y2,Eligible,Rewards,Low,75,10,,,,,,,,,0,,,,,,,,18,82700.0,10,61168.06560214,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2023 Q4,1.0,2.0,False,False,True,OTHER,5,0,Y2,Eligible,Rewards,High,9,27,27.0,0.0,0.0,14114.01,9667.71,14360.58,142350.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14979.26317206,9516.67,27,142350.0,27,14979.26317206,0.0,0.0,0.10088219,5272.22222222,0.0,0.0,9667.71,0,14979.26317206,0.64540625,0.0004333333333,0.2534892,0.07031534527367951,0.25348919999999997,0.5465,0.00197,4487,0.0036000000000000003,0.00462,1116.668969344327,0.77537025,0.0,,0.09915005268703898,0.0,5272.222222222223,0.0,0.0,0.6732116669382434,0.0,14979.26317206
F,11,Y1-S11,2022 Q4,4.0,1.0,False,False,True,APPROVED,3,2000,Y1,Eligible,Rewards,Low,42,2,,,,,,,,,0,,,,,,,,2,9200.0,2,4287.83,0.0,0.0,0.0,0.0,,,,0,,0.0,0.009542753475,0.2558568801,0.05992614006876536,0.26411223,0.8393731662892541,0.001019999999999,4479,0.00522745,0.0296,824.9892111189371,0.8811869824598241,,,,,,,,,,
F,11,Y1-S11,2024 Q1,14.0,9.0,False,False,False,APPROVED,2,500,Y1,Eligible,Rewards,Low,53,2,,,,,,,,,0,,,,,,,,1,3600.0,2,2527.30548387,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02151811716,0.84658895,0.0110524705814433,0.84658895,0.91293645819231,0.0008399999999990001,1940,0.00633566,0.0687,498.6509584182987,0.9472573796835111,,,,,,,,,,
F,7,Y1-S7,2022 Q4,13.0,3.0,False,False,False,APPROVED,2,1000,Y1,Eligible,Non-Rewards,High,27,1,1.0,0.0,0.0,48.0,48.0,48.0,6000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.09677419,0.0,1,6000.0,1,3.09677419,0.0,0.0,0.008,6000.0,0.0,0.0,48.0,0,3.09677419,15.50000002,0.02479237985,0.54341194,0.03940060232992223,0.54341194,0.914914969004035,0.0011400000000000002,2443,0.00626828,0.0716,787.1257284163039,0.9240317199769471,0.0,,0.008,0.0,6000.0,0.0,0.0,1.0,0.0,3.09677419
F,7,Y1-S7,2022 Q3,1.0,5.0,True,False,False,APPROVED,2,1500,Y1,Eligible,Non-Rewards,Low,61,1,,,,,,,,,0,,,,,,,,1,8000.0,1,2368.449,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2018 H2,7.0,3.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,63,55,,,,,,,,,0,,,,,,,,3,6000.0,55,1653.24354838,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2023 Q2,2.0,4.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,Low,63,12,,,,,,,,,0,,,,,,,,9,48800.0,12,23637.06399999,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2021 H2,2.0,8.0,True,False,False,APPROVED,1,2000,Y2,Eligible,Non-Rewards,Low,76,1,,,,,,,,,0,,,,,,,,1,5350.0,1,4528.61266667,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2023 Q4,7.0,4.0,False,False,False,APPROVED,1,1500,Y1,Eligible,Non-Rewards,Low,83,1,,,,,,,,,0,,,,,,,,1,2500.0,1,2128.42866667,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2024 Q1,15.0,9.0,False,False,False,APPROVED,3,500,Y1,Eligible,Non-Rewards,Low,77,1,,,,,,,,,0,,,,,,,,0,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2022 Q3,5.0,1.0,False,False,False,OTHER,2,0,Y3+,Eligible,Non-Rewards,Low,9,1,,,,,,,,,0,,,,,,,,48,69350.0,1,5204.75082787,0.0,0.0,0.0,0.0,,,,0,,0.0,0.002386687182,0.1826829,0.049026766243631614,0.18268289999999998,0.7838,0.0020700000000000002,1531,0.0063,0.03445,272.94788667414366,0.75013166,,,,,,,,,,
F,7,Y1-S7,2021 H2,13.0,7.0,False,False,False,APPROVED,2,100,Y1,Not Eligible,Rewards,Low,71,1,,,,,,,,,0,,,,,,,,7,26700.0,1,9016.79517051,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2024 Q4,15.0,4.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,12,1,,,,,,,,,0,,,,,,,,1,2000.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.04242770984,0.60974213,0.04453226908964559,0.60974213,0.9974785167974011,0.0009600000000000001,1439,0.00719882,0.083,683.0100225867304,0.924254809454995,,,,,,,,,,
F,11,Y1-S11,2024 Q1,13.0,10.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,20,1,,,,,,,,,0,,,,,,,,1,1500.0,1,703.60033333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02519318922,0.90059666,0.039098056213185454,0.90059666,0.9423122786594631,0.0015959999999990001,1623,0.00626828,0.0767,1055.127272107925,0.947569679719352,,,,,,,,,,
F,18,Y2,2023 Q2,3.0,8.0,True,False,False,APPROVED,1,3000,Y2,Eligible,Non-Rewards,Low,63,6,,,,,,,,,0,,,,,,,,1,5000.0,6,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2019 H1,10.0,10.0,False,False,False,APPROVED,1,300,Y1,Eligible,Non-Rewards,Low,15,4,,,,,,,,,0,,,,,,,,51,44600.0,4,41184.54,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01667582493,0.97216387,0.05678946326265823,0.97216387,0.9273476539030151,0.0009600000000000001,948,0.00608073,0.060700000000000004,814.3459321664994,0.946454703271957,,,,,,,,,,
F,26,Y3,2023 Q1,8.0,1.0,False,False,False,OTHER,3,0,Y3+,Eligible,Non-Rewards,Low,61,2,,,,,,,,,0,,,,,,,,1,2600.0,2,970.237,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2024 Q2,3.0,3.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,Low,34,58,,,,,,,,,0,,,,,,,,10,32050.0,58,13994.43726882,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007317092542,0.4657789,0.04867068019634888,0.4657789,0.829476701018487,0.001019999999999,2465,0.00507363,0.0267,938.2602641254645,0.9240317199769471,,,,,,,,,,
F,11,Y1-S11,2023 Q4,9.0,2.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,Low,12,1,,,,,,,,,0,,,,,,,,3,6700.0,1,4118.93660216,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01216863522,0.38248512,0.05315648819372991,0.38248512,0.89865698746067,0.0009600000000000001,2488,0.00588685,0.0499,892.6935052180187,0.8644703392745191,,,,,,,,,,
F,11,Y1-S11,2022 Q1,10.0,1.0,False,False,False,APPROVED,1,100,Y1,Not Eligible,Rewards,Low,84,1,,,,,,,,,0,,,,,,,,1,600.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2023 Q3,3.0,4.0,False,False,False,OTHER,4,0,Y1,Eligible,Non-Rewards,Low,30,16,,,,,,,,,0,,,,,,,,2,8350.0,16,1691.30766667,0.0,0.0,0.0,0.0,,,,0,,0.0,0.007979671305,0.58315001,0.04976556113948192,0.58315001,0.829476701018487,0.0011400000000000002,3513,0.00507363,0.0275,1732.996703079134,0.9329387415379221,,,,,,,,,,
F,26,Y3,2024 Q2,4.0,6.0,False,True,False,OTHER,2,0,Y3+,Eligible,Rewards,Low,24,4,,,,,,,,,0,,,,,,,,4,6600.0,4,3860.94823656,0.0,0.0,0.0,0.0,,,,0,,0.0,0.008383333333,0.5411821,0.04425069236571056,0.5411821,0.8166,0.0038100000000000005,1534,0.0056,0.0359,723.5279785260509,0.9445072999999999,,,,,,,,,,
F,11,Y1-S11,2024 Q1,6.0,3.0,False,False,False,OTHER,4,0,Y1,Eligible,Rewards,Low,62,4,,,,,,,,,0,,,,,,,,40,140400.0,4,79811.51238712,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2018 H2,14.0,10.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,High,49,31,31.0,0.0,0.0,49009.1,2185.95,50345.6,75000.0,0.0,0,0.0,0.0,0.0,0.0,1.0,51505.09326871,48268.4,31,75000.0,31,51505.09326871,0.0,0.0,0.67127467,2419.35483871,0.0,1.0,2185.95,0,51505.09326871,0.04244143,0.02072055456,0.82124708,0.019675091019195047,0.82124708,0.91293645819231,0.0008399999999990001,1615,0.00633566,0.0687,453.0321363569788,0.948684656166747,0.0,,0.6534546666666666,0.0,2419.3548387096776,0.0,0.03225806451612903,0.04341888864170851,0.0,51505.09326871
F,11,Y1-S11,2022 Q1,1.0,6.0,True,False,False,APPROVED,2,1000,Y1,Eligible,Non-Rewards,High,25,16,16.0,0.0,0.0,64678.6,2233.18,67420.36,93550.0,0.0,0,0.0,0.0,0.0,0.0,0.0,66713.10329256,65276.63,16,93550.0,16,66713.10329256,0.0,0.0,0.72068797,5846.875,0.0,0.0,2233.18,0,66713.10329256,0.03347438,0.003580260962,0.67041143,0.088254894362,0.67041143,0.7625628571113431,0.0011400000000000002,2500,0.00420561,0.0137,1579.9999581671223,0.941835764111678,0.0,,0.6913800106894709,0.0,5846.875,0.0,0.0,0.03312322865081112,0.0,66713.10329256
